slippage_rupees_per_lot,pt50_win_rate,pt50_avg_pnl,pt50_sharpe_capital,pt50_sharpe_per_lot,pt50_total_pnl_fixed,pt50_total_pnl_compound,pt50_final_equity,pt50_max_drawdown_pct,pt50_positive,hte_win_rate,hte_avg_pnl,hte_sharpe_capital,hte_sharpe_per_lot,hte_total_pnl_fixed,hte_total_pnl_compound,hte_final_equity,hte_max_drawdown_pct,hte_positive,both_variants_positive
0.0,0.75,420.209400225,1.1364339427091577,1.5892515877863498,609905.3541338401,706714.2159206802,1706714.2159206802,13.30028203111257,True,1.0,1015.6093584875,2.9113714906320514,10.5969066044622,1308042.23797936,2276144.09955568,3276144.09955568,0.0,True,True
100.0,0.75,320.209400225,0.9285249823109137,1.2110469148458136,486405.35413384007,521191.0706333199,1521191.07063332,14.480860289738082,True,1.0,915.6093584875,2.770066317028344,9.553502807923374,1184542.23797936,1948575.4891750803,2948575.4891750803,0.0,True,True
250.0,0.75,170.20940022500002,0.5946348841070063,0.6437399054350096,301155.35413384007,275446.5764758203,1275446.5764758203,16.251065910558538,True,1.0,765.6093584875,2.5230864320731636,7.988397113115134,999292.23797936,1510161.4451116808,2510161.445111681,0.0,True,True
500.0,0.75,-79.79059977499999,-0.01572372188462109,-0.3017717769163309,-7594.645866159903,-56812.831476180116,943187.1685238199,19.216768745759886,False,1.0,515.6093584875,1.9917734790912853,5.379887621768066,690542.23797936,903656.6392691401,1903656.63926914,0.0,True,False
750.0,0.375,-329.790599775,-0.6768766661406472,-1.2472834592676711,-316344.64586615993,-311866.2394086198,688133.7605913802,31.671654523553975,False,0.875,265.6093584875,1.2596453414016182,2.7713781304209983,381792.23797936,429454.5883003399,1429454.5883003399,0.7483029709400026,True,False
1000.0,0.125,-579.7905997749999,-1.3579809376883591,-2.1927951416190115,-625094.6458661598,-505810.3112045401,494189.6887954599,50.581031120454014,False,0.25,15.609358487500003,0.2724658521304244,0.16286863907393068,73042.23797935998,61189.21855950006,1061189.2185595,7.977966713556427,True,False
