n,wins,win_rate,assigned,assignment_rate,total_pnl,avg_monthly_pnl,avg_monthly_return_pct,median_monthly_return_pct,worst_month_pnl,best_month_pnl,pnl_std_dollars,avg_collateral,avg_entry_delta,annualized_return_on_collateral,underlying,target_delta,target_dte,profit_take,manage_at_dte
22,16,0.7272727272727273,0,0.0,1053.0199999999998,47.86454545454544,0.002370044063332,0.004685014372241,-436.56000000000006,195.92,152.60909314876463,21463.636363636364,-0.2142812843304721,0.0267603557814485,IWM,0.2,35,0.5,21.0
22,20,0.9090909090909092,2,0.0909090909090909,2864.7799999999993,130.2172727272727,0.0063086338179247,0.0088332072910606,-1121.0800000000008,342.02000000000004,302.57486027163327,21463.636363636364,-0.2142812843304721,0.0728025412960609,IWM,0.2,35,1.0,
22,15,0.6818181818181818,0,0.0,1177.7599999999998,53.53454545454544,0.002690209397961,0.006842081704703,-612.9,268.21999999999997,218.9370378013097,21986.363636363636,-0.307824425517731,0.0292187719660946,IWM,0.3,35,0.5,21.0
22,19,0.8636363636363636,5,0.2272727272727272,3606.4399999999982,163.92909090909086,0.0078937155552368,0.0130065816536404,-1424.0600000000009,472.36,446.14093672087745,21986.363636363636,-0.307824425517731,0.0894713252015711,IWM,0.3,35,1.0,
22,19,0.8636363636363636,3,0.1363636363636363,1424.559999999998,64.75272727272718,0.0032856248191859,0.0083457567657868,-1424.0600000000009,268.21999999999997,407.1775264424929,21986.363636363636,-0.307824425517731,0.0353415753566259,IWM,0.3,35,0.5,
22,20,0.9090909090909091,2,0.09090909090909091,621.1400000000014,28.233636363636425,0.002325739071156275,0.0052114225576261625,-578.7999999999988,166.6,188.4122277283926,13995.454545454546,-0.20284926748519536,0.024208119519324504,XLV,0.2,35,1.0,
22,20,0.9090909090909091,4,0.18181818181818182,1117.4400000000019,50.792727272727355,0.003973060104162687,0.007973842592592591,-751.3599999999997,246.95999999999998,262.7187641019486,14231.818181818182,-0.29765823574674377,0.04282746726285539,XLV,0.3,35,1.0,
